--- Training Clean Model ---
Epoch 68/100 - Loss: 0.1016, Accuracy: 96.60%, LR: 0.024548
Epoch 69/100 - Loss: 0.0961, Accuracy: 96.66%, LR: 0.023209
Epoch 70/100 - Loss: 0.0890, Accuracy: 96.98%, LR: 0.021896
Epoch 71/100 - Loss: 0.0831, Accuracy: 97.18%, LR: 0.020611
Epoch 72/100 - Loss: 0.0704, Accuracy: 97.68%, LR: 0.019355
Epoch 73/100 - Loss: 0.0620, Accuracy: 97.94%, LR: 0.018129
Epoch 74/100 - Loss: 0.0585, Accuracy: 98.08%, LR: 0.016934
Epoch 75/100 - Loss: 0.0517, Accuracy: 98.27%, LR: 0.015773
Epoch 76/100 - Loss: 0.0421, Accuracy: 98.66%, LR: 0.014645
Epoch 77/100 - Loss: 0.0397, Accuracy: 98.72%, LR: 0.013552
Epoch 78/100 - Loss: 0.0325, Accuracy: 98.96%, LR: 0.012494
Epoch 79/100 - Loss: 0.0258, Accuracy: 99.19%, LR: 0.011474
Epoch 80/100 - Loss: 0.0231, Accuracy: 99.30%, LR: 0.010492
Epoch 81/100 - Loss: 0.0205, Accuracy: 99.40%, LR: 0.009549
Epoch 82/100 - Loss: 0.0174, Accuracy: 99.51%, LR: 0.008646
Epoch 83/100 - Loss: 0.0118, Accuracy: 99.70%, LR: 0.007784
Epoch 84/100 - Loss: 0.0085, Accuracy: 99.78%, LR: 0.006963
Epoch 85/100 - Loss: 0.0071, Accuracy: 99.84%, LR: 0.006185
Epoch 86/100 - Loss: 0.0061, Accuracy: 99.87%, LR: 0.005450
Epoch 87/100 - Loss: 0.0053, Accuracy: 99.89%, LR: 0.004759
Epoch 88/100 - Loss: 0.0047, Accuracy: 99.91%, LR: 0.004112
Epoch 89/100 - Loss: 0.0036, Accuracy: 99.95%, LR: 0.003511
Epoch 90/100 - Loss: 0.0038, Accuracy: 99.94%, LR: 0.002956
Epoch 91/100 - Loss: 0.0034, Accuracy: 99.95%, LR: 0.002447
Epoch 92/100 - Loss: 0.0030, Accuracy: 99.97%, LR: 0.001985
Epoch 93/100 - Loss: 0.0027, Accuracy: 99.97%, LR: 0.001571
Epoch 94/100 - Loss: 0.0025, Accuracy: 99.98%, LR: 0.001204
Epoch 95/100 - Loss: 0.0027, Accuracy: 99.97%, LR: 0.000886
Epoch 96/100 - Loss: 0.0025, Accuracy: 99.98%, LR: 0.000616
